n,ij,ji
3707,96.60,112.50
3708,98.08,113.14
3709,97.32,114.92
3710,134.03,164.37
3711,135.18,165.19
3712,96.08,107.48
3713,95.95,110.22
3714,93.68,107.33
3715,97.53,106.72
3716,97.11,111.21
3717,96.25,109.78
3718,101.59,111.07
3719,109.28,113.72
3720,93.92,107.94
3721,94.04,109.07
3722,96.68,108.52
3723,96.35,108.62
3724,95.36,111.06
3725,95.65,112.73
3726,104.41,133.89
3727,104.30,132.03
3728,97.59,110.65
3729,99.86,108.91
3730,96.24,107.18
3731,97.38,109.60
3732,97.56,109.39
3733,97.11,109.06
3734,102.14,118.69
3735,103.00,119.47
3736,99.00,109.45
3737,96.43,109.24
3738,95.37,111.97
3739,96.80,112.39
3740,98.47,113.85
3741,97.51,114.00
3742,116.83,145.38
3743,116.33,143.17
3744,95.02,109.66
3745,96.85,109.96
3746,98.08,112.23
3747,98.63,109.37
3748,99.65,111.92
3749,97.46,110.84
3750,103.33,117.54
3751,105.78,117.92
3752,98.97,111.60
3753,98.22,111.04
3754,96.73,107.12
3755,97.92,109.96
3756,99.77,110.57
3757,97.89,110.73
3758,107.77,124.36
3759,108.99,125.41
3760,98.65,110.21
3761,98.56,110.88
3762,99.13,109.86
3763,99.88,106.07
3764,98.23,112.15
3765,101.09,118.55
3766,105.89,119.00
3767,107.79,119.34
3768,97.41,109.40
3769,99.06,107.13
3770,100.30,114.61
3771,100.76,112.65
3772,98.96,111.28
3773,99.03,109.39
3774,123.88,124.09
3775,127.54,133.09
3776,102.87,111.53
3777,98.65,112.12
3778,96.68,111.28
3779,98.55,109.61
3780,95.14,111.85
3781,96.59,111.93
3782,104.21,118.92
3783,103.39,119.99
3784,96.42,110.21
3785,96.54,113.01
3786,99.29,116.06
3787,99.16,115.24
3788,97.91,114.67
3789,97.66,114.60
3790,106.94,146.87
3791,107.79,142.19
3792,98.54,113.93
3793,99.68,116.52
3794,99.74,114.28
3795,100.46,115.33
3796,98.52,112.14
3797,100.62,116.08
3798,103.56,122.97
3799,104.35,120.05
3800,99.03,111.63
3801,97.86,112.93
3802,97.93,116.93
3803,98.22,116.79
3804,95.73,116.01
3805,96.64,115.32
3806,120.54,159.63
3807,119.47,158.26
3808,107.34,117.42
3809,99.49,115.78
3810,103.27,115.13
3811,98.25,113.33
3812,99.89,115.85
3813,99.21,112.93
3814,104.55,125.26
3815,104.56,121.29
3816,99.02,114.89
3817,99.63,112.19
3818,100.32,117.11
3819,97.07,108.62
3820,100.15,117.99
3821,101.77,111.46
3822,111.35,139.83
3823,105.75,148.07
3824,97.82,112.56
3825,97.53,112.75
3826,101.21,112.39
3827,102.51,112.40
3828,101.34,110.44
3829,102.36,113.26
3830,108.37,121.86
3831,108.35,119.04
3832,99.35,106.11
3833,100.20,108.54
3834,101.18,112.38
3835,101.92,111.55
3836,101.23,113.58
3837,99.96,113.40
3838,183.03,175.90
3839,183.99,175.47
3840,122.50,114.39
3841,101.70,114.13
3842,102.65,113.48
3843,101.21,116.52
3844,101.24,119.94
3845,103.94,116.40
3846,105.64,122.16
3847,105.59,127.67
3848,101.05,116.41
3849,102.79,116.70
3850,104.33,119.89
3851,104.81,121.20
3852,108.88,115.95
3853,103.04,114.62
3854,112.73,131.41
3855,112.82,129.16
3856,102.12,112.62
3857,103.24,115.48
3858,105.92,114.09
3859,103.67,113.35
3860,102.42,113.33
3861,105.19,109.91
3862,109.46,120.77
3863,110.02,122.30
3864,106.16,115.13
3865,106.09,114.67
3866,104.17,120.21
3867,102.99,118.65
3868,102.73,117.88
3869,103.85,115.57
3870,125.64,141.53
3871,124.97,137.46
3872,104.14,114.06
3873,103.34,114.00
3874,107.32,119.05
3875,105.72,117.93
3876,105.79,122.25
3877,108.59,115.56
3878,113.56,128.26
3879,113.54,128.11
3880,110.81,115.60
3881,244.35,347.62
3882,239.25,225.15
3883,194.82,161.02
3884,139.66,128.78
3885,165.80,151.91
3886,134.07,160.76
3887,142.28,291.93
3888,179.81,193.21
3889,183.46,191.61
3890,168.17,282.61
3891,264.96,365.60
3892,252.39,254.17
3893,197.39,270.69
3894,247.67,225.31
3895,175.53,199.69
3896,181.58,277.72
3897,234.21,225.10
3898,178.72,205.68
3899,172.86,286.38
3900,190.62,192.12
3901,199.92,246.91
3902,300.19,323.60
3903,216.82,240.25
3904,193.49,189.83
3905,178.00,189.33
3906,184.77,219.65
3907,280.84,265.70
3908,214.06,295.86
3909,214.40,207.01
3910,233.68,266.47
3911,220.54,256.06
3912,186.04,259.43
3913,194.22,208.42
3914,166.18,208.97
3915,173.97,239.69
3916,181.72,223.81
3917,211.19,231.91
3918,234.01,276.21
3919,201.35,206.50
3920,172.31,199.87
3921,160.34,199.85
3922,158.00,186.36
3923,157.13,187.60
3924,154.82,198.32
3925,165.40,190.37
3926,163.64,193.58
3927,176.17,206.91
3928,185.00,230.69
3929,210.11,239.59
3930,231.18,260.31
3931,250.16,238.65
3932,170.50,216.14
3933,168.68,195.92
3934,219.85,311.83
3935,238.28,242.00
3936,191.40,212.18
3937,175.02,208.80
3938,178.62,204.69
3939,199.63,212.88
3940,165.28,200.76
3941,189.65,207.87
3942,191.01,202.29
3943,194.31,233.67
3944,166.01,190.03
3945,189.30,198.34
3946,195.62,224.53
3947,197.82,219.99
3948,184.69,198.85
3949,420.58,218.85
3950,233.47,271.37
3951,236.26,299.07
3952,189.18,235.32
3953,181.72,200.35
3954,172.07,212.10
3955,219.58,249.09
3956,226.82,202.81
3957,195.04,230.89
3958,260.78,277.81
3959,201.99,207.63
3960,181.30,211.63
3961,169.11,197.49
3962,219.44,260.58
3963,167.44,196.02
3964,296.69,296.62
3965,198.47,212.82
3966,226.86,287.41
3967,215.60,286.34
3968,179.85,207.41
3969,206.35,233.64
3970,347.08,530.11
3971,546.62,969.80
3972,385.29,434.78
3973,365.67,575.82
3974,311.85,512.12
3975,462.47,286.35
3976,689.64,512.24
3977,387.58,1293.97
3978,938.77,1742.61
3979,3710.66,2137.84
3980,1444.46,1739.63
3981,1553.00,1524.32
3982,178.21,209.84
3983,243.65,213.57
3984,157.17,152.04
3985,146.20,123.64
3986,109.99,121.37
3987,117.26,126.28
3988,113.94,138.24
3989,101.46,107.79
3990,107.70,149.36
3991,130.14,148.30
3992,99.89,108.28
3993,101.48,131.56
3994,108.15,122.01
3995,114.44,132.71
3996,110.02,114.52
3997,108.53,111.09
3998,135.29,143.16
3999,129.29,144.10
4000,98.84,109.85
4001,104.19,131.19
4002,109.28,121.88
4003,174.44,241.55
4004,193.16,213.11
4005,148.89,192.41
4006,170.12,192.38
4007,166.95,140.31
4008,138.85,124.23
4009,129.13,127.68
4010,118.62,127.58
4011,105.41,117.74
4012,116.33,118.33
4013,121.15,127.15
4014,129.91,182.81
4015,126.44,151.36
4016,117.03,133.26
4017,116.88,116.92
4018,154.29,135.46
4019,123.15,140.86
4020,112.27,118.61
4021,109.08,117.92
4022,118.57,129.98
4023,117.50,133.22
4024,110.49,113.48
4025,132.45,132.60
4026,116.17,121.43
4027,117.17,125.16
4028,110.19,117.95
4029,113.50,117.21
4030,140.92,159.67
4031,161.44,185.81
4032,131.92,114.90
4033,111.95,119.53
4034,112.80,119.15
4035,110.93,118.17
4036,136.63,128.12
4037,112.35,115.00
4038,143.23,142.32
4039,133.97,148.25
4040,133.67,118.99
4041,113.41,118.76
4042,142.96,169.59
4043,148.47,120.67
4044,117.51,143.96
4045,121.60,143.70
4046,122.89,141.72
4047,135.79,166.09
4048,140.43,120.88
4049,117.77,128.87
4050,110.46,131.80
4051,122.82,155.72
4052,152.99,162.09
4053,130.42,143.49
4054,170.87,151.48
4055,151.76,171.47
4056,127.33,128.51
4057,129.93,132.02
4058,133.99,138.76
4059,122.63,135.60
4060,121.70,144.49
4061,127.67,138.67
4062,156.93,189.61
4063,152.89,188.43
4064,129.74,129.18
4065,122.41,143.03
4066,131.98,140.02
4067,129.89,138.02
4068,129.05,138.56
4069,130.88,134.65
4070,141.73,145.98
4071,141.51,157.32
4072,136.97,147.25
4073,125.66,128.37
4074,122.76,130.69
4075,137.58,148.83
4076,131.42,133.91
4077,130.23,143.10
4078,130.38,191.99
4079,135.93,187.69
4080,125.20,143.99
4081,118.21,139.29
4082,125.82,146.25
4083,132.69,143.08
4084,117.69,133.99
4085,122.92,145.83
4086,135.75,159.44
4087,137.25,159.14
4088,120.20,136.22
4089,142.39,150.10
4090,124.55,137.87
4091,133.53,150.87
4092,133.20,153.75
4093,135.90,149.25
4094,238.68,228.78
4095,247.26,245.41
4096,139.19,151.96
4097,131.23,151.36
4098,138.89,155.15
4099,143.82,167.60
4100,137.97,153.15
4101,152.25,166.58
4102,159.05,179.24
4103,186.42,200.28
4104,141.58,152.02
4105,134.46,159.69
4106,123.90,143.10
4107,140.58,154.47
4108,129.99,140.83
4109,151.91,152.75
4110,140.78,155.39
4111,137.24,157.36
4112,135.90,152.04
4113,137.11,155.54
4114,132.66,153.36
4115,170.40,176.90
4116,123.14,140.73
4117,130.88,135.10
4118,135.91,147.54
4119,145.61,151.05
4120,141.09,151.06
4121,125.09,141.87
4122,130.07,144.67
4123,118.20,143.64
4124,118.42,160.60
4125,149.22,157.95
4126,152.70,160.03
4127,208.13,202.80
4128,124.85,144.78
4129,146.64,157.39
4130,190.55,191.24
4131,156.72,171.85
4132,126.15,145.06
4133,122.80,143.88
4134,167.88,168.60
4135,135.18,149.09
4136,162.66,173.20
4137,143.36,161.00
4138,147.11,174.87
4139,146.23,160.81
4140,156.63,160.63
4141,127.50,142.27
4142,142.57,158.39
4143,139.63,160.32
4144,129.65,157.76
4145,146.66,164.46
4146,160.52,171.65
4147,141.91,161.93
4148,142.77,151.20
4149,140.03,139.32
4150,141.46,157.60
4151,128.33,156.61
4152,130.43,145.95
4153,127.81,150.14
4154,128.56,153.77
4155,129.89,154.84
4156,124.99,153.38
4157,127.94,156.81
4158,160.00,175.30
4159,173.07,182.77
4160,126.89,141.29
4161,123.10,147.19
4162,130.80,144.74
4163,129.85,158.45
4164,132.72,143.64
4165,140.68,159.41
4166,141.49,159.03
4167,143.68,172.03
4168,144.53,179.85
4169,124.74,140.04
4170,130.82,145.47
4171,122.67,142.77
4172,124.29,142.33
4173,125.24,145.16
4174,140.01,163.68
4175,142.30,155.45
4176,129.51,147.18
4177,130.91,153.09
4178,129.36,146.60
4179,122.67,147.27
4180,128.94,151.93
4181,126.12,148.57
4182,151.27,164.08
4183,132.09,158.84
4184,126.24,149.71
4185,123.95,149.90
4186,130.66,151.38
4187,127.45,153.62
4188,131.44,156.21
4189,122.82,150.94
4190,154.75,168.66
4191,155.46,167.35
4192,123.37,140.29
4193,127.54,144.16
4194,125.22,144.48
4195,139.43,153.95
4196,130.82,152.08
4197,127.43,154.57
4198,135.00,159.43
4199,135.46,157.21
4200,124.49,151.46
4201,131.03,153.67
4202,127.67,152.52
4203,128.73,154.32
4204,126.25,161.88
4205,129.60,160.89
4206,141.44,172.52
4207,158.35,169.30
4208,127.02,164.13
4209,131.03,157.76
4210,130.24,152.97
4211,134.08,151.70
4212,125.50,149.82
4213,144.43,159.31
4214,141.66,168.83
4215,149.06,161.32
4216,132.13,155.17
4217,135.43,176.85
4218,137.55,147.20
4219,128.85,151.26
4220,142.97,152.66
4221,129.03,145.46
4222,179.94,183.51
4223,214.04,192.51
4224,128.50,148.27
4225,125.71,150.34
4226,134.83,157.03
4227,142.13,160.72
4228,129.91,145.18
4229,125.62,154.72
4230,147.28,164.73
4231,167.46,172.86
4232,124.77,142.02
4233,124.47,143.50
4234,134.84,159.78
4235,140.75,157.17
4236,128.58,152.05
4237,131.84,155.41
4238,144.11,172.89
4239,144.42,169.04
4240,132.92,151.55
4241,132.74,155.17
4242,130.62,148.59
4243,128.27,149.88
4244,134.32,160.79
4245,141.09,161.81
4246,139.12,176.64
4247,147.32,172.09
4248,132.44,156.50
4249,130.93,147.79
4250,123.69,162.39
4251,134.54,163.22
4252,136.54,165.33
4253,132.27,158.00
4254,176.25,183.63
4255,166.57,187.82
4256,141.94,168.82
4257,136.68,150.80
4258,141.68,160.65
4259,137.10,152.79
4260,132.89,155.39
4261,134.74,151.73
4262,153.88,164.31
4263,141.71,152.01
4264,137.60,157.50
4265,144.85,160.74
4266,131.78,173.09
4267,146.46,175.14
4268,162.20,201.77
4269,142.13,163.15
4270,170.85,193.07
4271,164.93,184.70
4272,133.70,157.43
4273,129.58,160.03
4274,135.19,163.83
4275,133.32,162.56
4276,133.18,159.80
4277,135.82,164.72
4278,142.37,166.76
4279,140.94,171.14
4280,130.64,154.74
4281,134.23,157.66
4282,131.89,171.65
4283,131.65,161.76
4284,139.58,160.58
4285,136.84,170.39
4286,163.62,185.67
4287,170.14,193.68
4288,141.47,178.37
4289,131.37,163.85
4290,135.45,165.51
4291,135.39,162.36
4292,133.56,164.63
4293,138.77,169.15
4294,154.82,179.59
4295,154.88,174.05
4296,148.39,166.44
4297,143.91,164.69
4298,135.83,171.75
4299,136.94,165.29
4300,139.30,168.36
4301,162.33,180.18
4302,152.48,185.54
4303,172.47,196.96
4304,142.45,161.21
4305,136.86,168.96
4306,144.72,159.57
4307,142.95,172.58
4308,149.49,177.65
4309,135.59,157.42
4310,151.66,169.80
4311,144.73,167.59
4312,132.57,158.20
4313,148.81,173.58
4314,137.41,165.20
4315,135.67,160.06
4316,140.57,164.21
4317,140.45,160.00
4318,186.42,196.88
4319,196.47,196.01
4320,147.84,171.73
4321,142.45,166.40
4322,142.16,157.80
4323,173.73,182.96
4324,154.13,178.87
4325,156.87,197.82
4326,185.13,225.43
4327,186.72,217.49
4328,156.84,165.17
4329,178.83,225.16
4330,158.36,190.91
4331,156.51,171.51
4332,135.71,173.38
4333,150.37,181.22
4334,196.95,203.56
4335,167.96,194.12
4336,158.66,199.70
4337,146.94,173.95
4338,155.09,189.99
4339,160.68,186.89
4340,181.54,200.89
4341,168.85,182.57
4342,181.01,189.81
4343,171.81,201.91
4344,140.70,167.26
4345,142.18,170.34
4346,147.67,168.38
4347,134.50,159.75
4348,138.59,172.09
4349,144.48,168.64
4350,275.32,264.82
4351,267.19,269.51
4352,134.14,161.31
4353,134.77,160.60
4354,142.36,160.93
4355,142.66,168.23
4356,138.88,168.48
4357,136.23,179.38
4358,166.92,191.74
4359,170.64,186.41
4360,145.50,173.06
4361,153.03,181.43
4362,159.28,184.83
4363,153.88,175.50
4364,146.46,175.88
4365,152.90,184.70
4366,163.56,216.53
4367,174.14,213.42
4368,153.99,185.68
4369,144.44,161.94
4370,153.29,183.71
4371,150.50,179.85
4372,144.44,177.21
4373,152.42,188.34
4374,173.52,205.62
4375,179.35,211.68
4376,161.95,214.14
4377,184.89,199.40
4378,142.71,175.85
4379,151.46,179.06
4380,169.28,235.25
4381,143.04,190.65
4382,187.25,232.27
4383,179.91,230.22
4384,146.08,170.95
4385,154.25,206.32
4386,151.41,175.02
4387,148.06,174.08
4388,150.96,194.54
4389,160.16,185.21
4390,150.43,200.22
4391,163.84,205.84
4392,157.44,186.69
4393,169.12,199.70
4394,156.10,186.66
4395,167.72,209.57
4396,153.15,188.31
4397,159.24,209.18
4398,165.42,226.98
4399,168.49,228.62
4400,150.26,185.99
4401,151.85,180.46
4402,167.25,203.60
4403,156.16,186.71
4404,151.17,183.82
4405,149.68,192.68
4406,164.92,197.02
4407,160.23,182.09
4408,147.06,183.27
4409,150.28,187.79
4410,159.77,184.88
4411,141.27,191.27
4412,158.71,196.88
4413,153.73,183.30
4414,206.36,235.13
4415,213.38,236.77
4416,148.83,175.02
4417,149.71,190.15
4418,168.44,195.48
4419,150.68,175.02
4420,146.18,179.45
4421,156.21,193.43
4422,155.81,184.44
4423,167.58,207.49
4424,160.53,194.65
4425,150.16,181.80
4426,155.68,195.38
4427,170.27,198.36
4428,145.10,194.42
4429,159.60,189.39
4430,179.76,214.74
4431,162.17,193.35
4432,157.45,197.79
4433,155.10,185.93
4434,147.77,172.37
4435,155.17,189.40
4436,184.60,209.41
4437,142.34,172.34
4438,170.10,201.94
4439,155.84,184.64
4440,141.30,182.46
4441,181.02,209.01
4442,161.70,191.83
4443,149.95,180.49
4444,178.04,221.71
4445,184.04,213.44
4446,255.87,257.21
4447,218.38,231.42
4448,190.27,213.44
4449,166.49,203.87
4450,180.53,218.36
4451,167.90,200.84
4452,174.11,237.61
4453,170.56,232.34
4454,219.34,255.13
4455,182.89,209.72
4456,172.03,196.28
4457,150.86,194.68
4458,173.89,222.82
4459,184.44,225.90
4460,173.84,230.77
4461,152.62,179.49
4462,174.02,219.79
4463,176.78,220.19
4464,152.16,179.95
4465,228.53,252.39
4466,169.93,207.71
4467,149.89,188.31
4468,177.81,215.35
4469,154.97,177.38
4470,171.61,201.56
4471,188.99,206.53
4472,151.39,177.81
4473,175.59,209.55
4474,177.07,211.33
4475,174.78,202.58
4476,163.06,196.27
4477,152.31,195.93
4478,208.32,285.55
4479,277.54,295.29
4480,174.65,205.38
4481,151.95,184.59
4482,162.49,210.81
4483,152.34,181.83
4484,168.38,215.39
4485,156.59,185.43
4486,156.74,200.55
4487,168.36,195.63
4488,158.35,193.58
4489,145.48,176.45
4490,161.87,200.84
4491,168.39,201.00
4492,146.81,184.69
4493,163.44,214.82
4494,204.15,248.16
4495,211.37,234.70
4496,172.50,226.16
4497,164.56,190.31
4498,164.45,205.47
4499,171.39,203.14
4500,149.72,199.65
4501,160.84,201.93
4502,187.19,230.81
4503,162.48,190.97
4504,164.05,198.52
4505,178.00,207.95
4506,157.42,186.11
4507,165.16,203.13
4508,167.36,194.54
4509,163.75,212.49
4510,231.54,248.83
4511,205.15,223.48
4512,179.80,206.69
4513,174.64,215.25
4514,152.15,189.90
4515,175.91,214.96
4516,170.35,198.97
4517,162.13,210.35
4518,189.98,236.43
4519,166.35,195.58
4520,168.03,217.70
4521,177.83,204.75
4522,152.41,181.18
4523,167.11,206.68
4524,197.79,217.98
4525,187.01,248.57
4526,211.21,242.97
4527,203.70,238.09
4528,190.09,244.87
4529,164.59,204.29
4530,184.69,235.28
4531,188.92,236.69
4532,200.07,248.73
4533,188.65,233.50
4534,171.33,212.37
4535,228.68,262.68
4536,179.48,195.22
4537,157.71,196.19
4538,174.92,239.64
4539,155.44,188.07
4540,177.74,206.24
4541,170.04,205.60
4542,198.88,236.08
4543,212.48,232.78
4544,163.77,190.98
4545,158.16,210.93
4546,198.61,236.11
4547,161.95,200.05
4548,172.31,208.67
4549,162.26,199.72
4550,159.44,193.36
4551,159.66,198.42
4552,170.13,203.11
4553,149.44,196.72
4554,157.42,202.62
4555,161.34,188.54
4556,157.38,190.43
4557,180.32,199.34
4558,187.80,244.40
4559,181.28,249.80
4560,154.23,187.66
4561,153.40,195.87
4562,162.39,194.77
4563,155.28,191.29
4564,159.70,199.29
4565,159.51,224.40
4566,166.99,210.91
4567,173.29,211.96
4568,166.18,204.54
4569,168.82,203.64
4570,163.42,194.05
4571,167.86,204.09
4572,158.29,206.71
4573,158.21,205.48
4574,185.03,288.59
4575,210.69,287.03
4576,181.16,214.53
4577,154.41,208.62
4578,154.84,194.21
4579,167.02,212.68
4580,193.06,242.55
4581,163.96,231.76
4582,177.86,211.99
4583,186.26,222.51
4584,155.04,200.57
4585,157.94,204.89
4586,159.56,198.25
4587,155.62,189.96
4588,165.70,208.94
4589,159.22,202.02
4590,191.46,268.98
4591,176.36,277.57
4592,159.55,193.34
4593,156.50,205.38
4594,155.99,192.37
4595,165.66,209.95
4596,162.76,205.20
4597,167.02,209.19
4598,180.24,201.07
4599,174.26,209.32
4600,197.89,238.86
4601,181.51,243.81
4602,178.01,207.40
4603,168.88,193.13
4604,176.07,226.79
4605,178.08,187.30
4606,326.93,336.18
4607,318.03,321.01
4608,159.37,203.68
4609,193.82,254.11
4610,182.61,222.60
4611,174.17,208.78
4612,174.35,227.77
4613,166.88,223.11
4614,169.22,209.55
4615,177.26,215.07
4616,162.74,232.06
4617,168.43,208.77
4618,163.59,206.37
4619,166.43,207.48
4620,174.15,222.32
4621,176.81,244.73
4622,187.70,227.08
4623,215.23,248.47
4624,163.22,201.29
4625,199.87,214.37
4626,157.58,197.99
4627,175.14,212.74
4628,161.27,212.02
4629,172.25,220.91
4630,181.26,232.66
4631,190.45,251.68
4632,185.91,212.73
4633,170.11,203.92
4634,190.09,216.55
4635,176.17,246.00
4636,165.07,206.10
4637,163.98,233.17
4638,256.10,292.66
4639,207.24,259.99
4640,172.37,211.96
4641,168.44,204.81
4642,160.69,268.60
4643,156.01,203.93
4644,169.83,211.64
4645,164.59,206.13
4646,174.83,224.59
4647,178.65,246.05
4648,173.40,215.37
4649,172.87,211.96
4650,172.01,218.75
4651,169.82,206.87
4652,167.66,214.24
4653,163.09,216.07
4654,212.93,258.50
4655,192.68,288.41
4656,174.93,223.65
4657,208.53,265.87
4658,246.72,327.07
4659,190.52,233.56
4660,180.94,227.12
4661,187.45,241.68
4662,190.67,228.52
4663,183.10,239.92
4664,181.33,215.26
4665,163.44,215.32
4666,169.27,233.90
4667,188.03,234.53
4668,179.46,217.17
4669,235.84,278.65
4670,256.04,339.61
4671,232.31,302.46
4672,169.36,205.47
4673,188.09,265.56
4674,168.32,204.89
4675,214.28,276.84
4676,182.24,225.97
4677,200.13,232.41
4678,185.75,230.82
4679,173.26,233.48
4680,175.80,226.45
4681,197.48,253.73
4682,194.26,234.85
4683,172.33,235.66
4684,181.39,221.90
4685,164.44,222.40
4686,200.76,271.77
4687,187.00,220.43
4688,171.95,197.61
4689,164.27,205.98
4690,170.78,204.55
4691,171.69,207.81
4692,164.23,203.27
4693,165.37,210.67
4694,179.95,218.31
4695,179.38,262.76
4696,184.28,241.93
4697,183.44,230.09
4698,175.06,242.15
4699,173.01,227.17
4700,174.22,219.86
4701,168.34,247.98
4702,225.52,267.73
4703,216.55,250.33
4704,175.21,210.62
4705,162.31,216.28
4706,175.61,265.37
4707,198.12,247.13
4708,183.10,239.58
4709,199.36,250.97
4710,187.83,235.14
4711,185.22,239.75
4712,169.65,223.08
4713,165.67,226.97
4714,183.63,226.97
4715,163.44,227.92
4716,170.80,224.71
4717,198.90,244.03
4718,222.38,235.44
4719,224.42,298.00
4720,197.10,222.86
4721,184.95,223.17
4722,169.25,211.88
4723,177.61,228.19
4724,165.05,218.82
4725,176.37,221.42
4726,202.42,225.49
4727,181.03,216.04
4728,174.24,218.46
4729,180.46,221.45
4730,167.06,199.96
4731,190.22,229.19
4732,188.69,246.45
4733,187.41,234.53
4734,296.05,288.26
4735,244.45,294.55
4736,196.11,234.76
4737,185.67,230.98
4738,218.25,280.69
4739,188.40,229.21
4740,169.31,219.07
4741,166.01,208.90
4742,194.11,254.21
4743,186.89,250.07
4744,241.28,267.44
4745,187.35,283.44
4746,181.93,243.45
4747,166.53,225.76
4748,174.03,223.41
4749,166.35,227.50
4750,184.15,277.91
4751,180.59,278.21
4752,203.50,277.15
4753,231.03,244.44
4754,208.43,245.83
4755,183.40,225.70
4756,178.37,227.17
4757,174.39,239.50
4758,178.15,219.60
4759,179.41,224.56
4760,164.68,213.78
4761,165.82,215.79
4762,164.73,211.82
4763,167.71,226.28
4764,161.89,217.98
4765,165.49,216.26
4766,198.63,255.83
4767,204.69,256.73
4768,160.98,192.74
4769,158.06,192.16
4770,177.13,237.90
4771,208.36,258.75
4772,197.88,240.62
4773,168.41,214.12
4774,173.03,226.68
4775,180.29,223.84
4776,180.66,218.56
4777,197.61,277.77
4778,207.35,275.64
4779,199.04,275.65
4780,206.04,284.57
4781,243.87,321.61
4782,266.96,294.22
4783,264.91,306.28
4784,186.25,227.15
4785,174.17,204.22
4786,221.59,278.79
4787,218.68,233.06
4788,217.20,255.77
4789,223.50,234.19
4790,219.24,277.56
4791,192.08,243.75
4792,173.12,228.72
4793,197.77,262.71
4794,183.42,231.61
4795,215.09,348.20
4796,222.23,286.96
4797,212.52,264.35
4798,256.32,250.61
4799,247.63,260.92
4800,180.98,225.95
4801,197.20,234.04
4802,179.28,220.60
4803,170.96,215.13
4804,209.08,246.47
4805,202.67,245.64
4806,199.56,246.80
4807,244.84,314.00
4808,217.87,260.80
4809,209.38,267.18
4810,186.69,241.02
4811,199.76,257.38
4812,203.34,277.69
4813,218.13,275.05
4814,273.35,350.31
4815,271.94,344.83
4816,193.75,277.71
4817,234.95,261.95
4818,206.95,254.53
4819,206.17,256.54
4820,191.93,245.96
4821,203.77,240.53
4822,206.88,260.90
4823,182.93,240.39
4824,173.11,224.09
4825,192.36,246.02
4826,187.04,245.57
4827,183.35,251.76
4828,192.96,248.74
4829,169.93,245.62
4830,232.15,275.94
4831,229.85,271.27
4832,183.87,232.38
4833,189.50,222.01
4834,191.75,249.93
4835,213.17,268.36
4836,189.94,258.09
4837,188.37,245.13
4838,197.44,264.07
4839,194.48,299.52
4840,177.86,236.76
4841,173.97,237.83
4842,178.94,241.65
4843,177.09,249.00
4844,183.96,251.89
4845,174.42,253.67
4846,194.76,239.49
4847,192.74,257.99
4848,174.16,217.44
4849,168.81,216.18
4850,168.29,212.02
4851,176.05,219.52
4852,189.62,227.68
4853,169.17,220.77
4854,189.91,235.77
4855,181.99,232.16
4856,169.79,225.78
4857,173.71,228.40
4858,171.77,218.03
4859,170.55,218.29
4860,167.28,224.73
4861,185.31,243.77
4862,357.56,348.36
4863,329.68,365.02
4864,167.78,218.51
4865,182.75,212.65
4866,168.85,218.43
4867,174.87,223.50
4868,186.09,236.80
4869,211.26,246.24
4870,206.65,259.66
4871,218.40,268.11
4872,188.61,242.08
4873,179.55,246.69
4874,184.42,241.03
4875,189.38,260.18
4876,186.97,249.34
4877,180.46,245.48
4878,199.29,303.45
4879,200.11,279.71
4880,220.74,299.30
4881,195.89,239.56
4882,191.00,242.30
4883,212.69,245.12
4884,176.30,224.68
4885,171.72,230.66
4886,185.56,234.80
4887,185.03,239.12
4888,171.50,228.88
4889,176.92,238.88
4890,176.32,234.46
4891,193.90,257.55
4892,175.40,254.65
4893,201.45,250.42
4894,264.80,287.61
4895,269.10,280.26
4896,221.99,260.97
4897,205.70,249.37
4898,226.06,274.42
4899,210.58,248.23
4900,189.53,253.35
4901,232.48,305.48
4902,205.36,252.13
4903,193.05,259.91
4904,188.88,251.62
4905,179.88,291.60
4906,199.51,273.95
4907,222.75,276.64
4908,197.54,282.21
4909,259.20,297.95
4910,237.04,301.09
4911,204.27,272.83
4912,193.96,248.62
4913,219.65,266.76
4914,242.37,308.91
4915,211.39,281.59
4916,203.15,263.56
4917,219.98,263.61
4918,208.58,296.60
4919,224.04,290.61
4920,200.26,252.68
4921,199.14,281.21
4922,203.99,240.53
4923,197.36,246.86
4924,191.28,295.33
4925,192.01,240.99
4926,254.59,248.95
4927,324.98,313.39
4928,205.05,267.36
4929,222.19,261.77
4930,204.30,250.42
4931,229.91,305.28
4932,219.37,252.47
4933,209.02,289.51
4934,294.08,379.32
4935,306.06,332.47
4936,233.10,263.74
4937,194.55,256.08
4938,244.23,373.48
4939,208.34,264.67
4940,199.56,264.47
4941,194.75,260.79
4942,215.59,276.84
4943,206.49,248.73
4944,202.14,254.40
4945,221.30,285.86
4946,193.50,322.51
4947,249.23,315.96
4948,193.98,240.18
4949,178.50,222.33
4950,196.08,233.62
4951,255.43,310.83
4952,244.76,289.27
4953,229.76,261.85
4954,227.28,282.80
4955,210.17,295.51
4956,244.23,296.00
4957,217.78,292.71
4958,240.62,272.77
4959,248.12,280.02
4960,188.77,231.66
4961,202.99,310.31
4962,220.43,286.23
4963,197.69,273.50
4964,187.53,254.34
4965,185.32,251.24
4966,224.93,273.88
4967,200.88,261.41
4968,189.26,251.80
4969,192.40,255.16
4970,189.14,257.10
4971,199.68,321.55
4972,193.68,256.77
4973,200.65,258.11
4974,220.05,242.52
4975,266.59,301.27
4976,197.89,251.51
4977,192.08,299.54
