n,ij,ji
1,0.00,0.00
2,0.00,0.00
3,0.00,0.00
4,0.00,0.00
5,0.00,0.00
6,0.00,0.00
7,0.00,0.00
8,0.00,0.00
9,0.00,0.00
10,0.00,0.00
11,0.00,0.00
12,0.00,0.00
13,0.00,0.00
14,0.00,0.00
15,0.00,0.00
16,0.00,0.00
17,0.00,0.00
18,0.00,0.00
19,0.00,0.00
20,0.00,0.00
21,0.00,0.00
22,0.00,0.00
23,0.00,0.00
24,0.00,0.00
25,0.00,0.00
26,0.00,0.00
27,0.00,0.00
28,0.00,0.00
29,0.00,0.00
30,0.00,0.00
31,0.00,0.00
32,0.00,0.00
33,0.00,0.00
34,0.00,0.00
35,0.00,0.00
36,0.00,0.00
37,0.00,0.00
38,0.00,0.00
39,0.00,0.00
40,0.00,0.00
41,0.01,0.00
42,0.00,0.00
43,0.00,0.00
44,0.00,0.00
45,0.00,0.00
46,0.00,0.00
47,0.00,0.00
48,0.00,0.00
49,0.00,0.00
50,0.00,0.00
51,0.00,0.00
52,0.00,0.00
53,0.11,0.00
54,0.01,0.00
55,0.01,0.00
56,0.01,0.00
57,0.01,0.00
58,0.01,0.00
59,0.01,0.00
60,0.01,0.00
61,0.01,0.00
62,0.02,0.00
63,0.02,0.00
64,0.01,0.00
65,0.01,0.00
66,0.01,0.00
67,0.01,0.00
68,0.01,0.01
69,0.01,0.01
70,0.01,0.01
71,0.01,0.01
72,0.01,0.01
73,0.01,0.01
74,0.01,0.01
75,0.01,0.01
76,0.01,0.01
77,0.01,0.01
78,0.01,0.01
79,0.01,0.01
80,0.01,0.01
81,0.01,0.01
82,0.01,0.01
83,0.01,0.01
84,0.02,0.01
85,0.02,0.01
86,0.01,0.01
87,0.01,0.01
88,0.02,0.01
89,0.02,0.01
90,0.01,0.01
91,0.01,0.01
92,0.02,0.01
93,0.02,0.01
94,0.03,0.01
95,0.03,0.01
96,0.02,0.01
97,0.01,0.01
98,0.01,0.01
99,0.01,0.01
100,0.01,0.01
101,0.01,0.01
102,0.01,0.01
103,0.01,0.01
104,0.02,0.01
105,0.02,0.01
106,0.01,0.01
107,0.01,0.01
108,0.02,0.01
109,0.02,0.01
110,0.02,0.01
111,0.01,0.01
112,0.02,0.01
113,0.02,0.01
114,0.01,0.01
115,0.01,0.01
116,0.02,0.01
117,0.02,0.01
118,0.02,0.01
119,0.02,0.01
120,0.03,0.01
121,0.03,0.01
122,0.01,0.01
123,0.02,0.01
124,0.04,0.01
125,0.02,0.01
126,0.08,0.02
127,0.08,0.02
128,0.04,0.01
129,0.03,0.01
130,0.02,0.01
131,0.02,0.01
132,0.03,0.01
133,0.03,0.01
134,0.02,0.01
135,0.02,0.01
136,0.03,0.01
137,0.03,0.01
138,0.02,0.01
139,0.02,0.01
140,0.03,0.01
141,0.03,0.01
142,0.03,0.01
143,0.02,0.01
144,0.03,0.01
145,0.03,0.01
146,0.02,0.01
147,0.02,0.01
148,0.03,0.01
149,0.03,0.01
150,0.02,0.01
151,0.02,0.01
152,0.03,0.01
153,0.03,0.01
154,0.02,0.01
155,0.02,0.01
156,0.03,0.01
157,0.03,0.01
158,0.06,0.03
159,0.06,0.02
160,0.03,0.01
161,0.03,0.02
162,0.03,0.02
163,0.03,0.02
164,0.04,0.02
165,0.04,0.02
166,0.03,0.02
167,0.03,0.02
168,0.04,0.02
169,0.04,0.02
170,0.02,0.02
171,0.02,0.02
172,0.04,0.02
173,0.04,0.04
174,0.05,0.03
175,0.05,0.02
176,0.04,0.02
177,0.04,0.02
178,0.03,0.02
179,0.03,0.02
180,0.04,0.02
181,0.04,0.02
182,0.03,0.02
183,0.03,0.02
184,0.04,0.02
185,0.04,0.02
186,0.03,0.02
187,0.03,0.02
188,0.04,0.02
189,0.07,0.02
190,0.14,0.04
191,0.15,0.04
192,0.07,0.02
193,0.07,0.03
194,0.03,0.03
195,0.03,0.03
196,0.06,0.03
197,0.05,0.03
198,0.05,0.03
199,0.05,0.03
200,0.06,0.03
201,0.06,0.03
202,0.04,0.03
203,0.04,0.03
204,0.06,0.03
205,0.05,0.03
206,0.12,0.04
207,0.12,0.04
208,0.06,0.03
209,0.06,0.03
210,0.04,0.03
211,0.04,0.03
212,0.08,0.03
213,0.08,0.03
214,0.05,0.03
215,0.05,0.03
216,0.08,0.03
217,0.08,0.03
218,0.04,0.03
219,0.04,0.03
220,0.08,0.03
221,0.09,0.03
222,0.16,0.06
223,0.14,0.06
224,0.09,0.03
225,0.09,0.03
226,0.04,0.04
227,0.04,0.04
228,0.10,0.03
229,0.09,0.03
230,0.06,0.04
231,0.06,0.04
232,0.10,0.04
233,0.10,0.04
234,0.05,0.04
235,0.05,0.04
236,0.10,0.04
237,0.10,0.05
238,0.15,0.07
239,0.15,0.07
240,0.11,0.04
241,0.10,0.04
242,0.06,0.04
243,0.05,0.04
244,0.10,0.04
245,0.11,0.11
246,0.06,0.05
247,0.06,0.04
248,0.10,0.04
249,0.09,0.03
250,0.04,0.04
251,0.05,0.04
252,0.09,0.03
253,0.09,0.03
254,0.27,0.08
255,0.27,0.08
256,0.12,0.05
257,0.10,0.04
258,0.05,0.04
259,0.06,0.05
260,0.12,0.04
261,0.13,0.07
262,0.07,0.05
263,0.07,0.05
264,0.16,0.05
265,0.13,0.09
266,0.06,0.07
267,0.06,0.05
268,0.13,0.05
269,0.15,0.05
270,0.19,0.09
271,0.20,0.10
272,0.13,0.05
273,0.14,0.05
274,0.07,0.05
275,0.07,0.05
276,0.13,0.05
277,0.11,0.05
278,0.08,0.05
279,0.08,0.05
280,0.09,0.05
281,0.09,0.06
282,0.07,0.05
283,0.08,0.05
284,0.16,0.05
285,0.13,0.05
286,0.20,0.09
287,0.20,0.09
288,0.17,0.05
289,0.16,0.06
290,0.10,0.09
291,0.08,0.07
292,0.21,0.06
293,0.17,0.06
294,0.13,0.07
295,0.12,0.07
296,0.21,0.07
297,0.19,0.06
298,0.10,0.07
299,0.10,0.07
300,0.19,0.06
301,0.25,0.06
302,0.25,0.13
303,0.25,0.13
304,0.26,0.08
305,0.20,0.06
306,0.10,0.07
307,0.10,0.07
308,0.22,0.07
309,0.21,0.07
310,0.15,0.08
311,0.16,0.08
312,0.24,0.07
313,0.23,0.07
314,0.10,0.08
315,0.10,0.08
316,0.23,0.07
317,0.33,0.08
318,0.46,0.15
319,0.44,0.14
320,0.25,0.07
321,0.23,0.07
322,0.11,0.08
323,0.10,0.07
324,0.20,0.06
325,0.23,0.06
326,0.21,0.09
327,0.22,0.09
328,0.24,0.08
329,0.25,0.08
330,0.11,0.08
331,0.11,0.09
332,0.31,0.08
333,0.28,0.08
334,0.30,0.16
335,0.30,0.15
336,0.29,0.08
337,0.36,0.08
338,0.13,0.09
339,0.17,0.09
340,0.33,0.09
341,0.34,0.09
342,0.31,0.10
343,0.31,0.10
344,0.27,0.09
345,0.33,0.09
346,0.12,0.10
347,0.13,0.10
348,0.33,0.09
349,0.36,0.09
350,0.35,0.16
351,0.38,0.18
352,0.38,0.09
353,0.49,0.10
354,0.15,0.18
355,0.14,0.11
356,0.40,0.10
357,0.41,0.10
358,0.33,0.14
359,0.42,0.13
360,0.29,0.09
361,0.25,0.08
362,0.12,0.09
363,0.12,0.09
364,0.28,0.09
365,0.32,0.09
366,0.30,0.17
367,0.31,0.16
368,0.31,0.09
369,0.34,0.11
370,0.14,0.11
371,0.17,0.11
372,0.36,0.12
373,0.37,0.11
374,0.50,0.18
375,0.54,0.23
376,10.29,0.22
377,0.57,0.11
378,0.14,0.13
379,0.16,0.11
380,0.26,0.10
381,0.21,0.10
382,0.95,0.21
383,0.65,0.23
384,0.22,0.10
385,0.22,0.10
386,0.15,0.11
387,0.14,0.11
388,0.23,0.10
389,0.23,0.10
390,0.30,0.16
391,0.28,0.17
392,0.23,0.12
393,0.48,0.22
394,0.14,0.12
395,0.17,0.11
396,0.25,0.11
397,0.23,0.11
398,0.44,0.20
399,0.45,0.20
400,0.29,0.10
401,0.23,0.11
402,0.15,0.12
403,0.16,0.12
404,0.25,0.11
405,0.23,0.11
406,0.33,0.18
407,0.32,0.19
408,0.25,0.11
409,0.26,0.14
410,0.19,0.12
411,0.43,0.26
412,0.26,0.12
413,0.26,0.12
414,0.46,0.22
415,0.72,0.29
416,0.27,0.12
417,0.25,0.12
418,0.18,0.12
419,0.20,0.17
420,0.25,0.12
421,0.35,0.18
422,0.44,0.40
423,0.48,0.28
424,0.32,0.15
425,0.40,0.18
426,0.28,0.20
427,0.23,0.16
428,0.27,0.13
429,0.29,0.12
430,0.58,0.25
431,0.55,0.24
432,0.28,0.14
433,0.38,0.19
434,0.20,0.15
435,0.19,0.14
436,0.32,0.14
437,0.32,0.13
438,0.44,0.28
439,0.42,0.23
440,0.30,0.14
441,0.50,0.13
442,0.19,0.16
443,0.19,0.15
444,1.38,0.15
445,1.42,0.19
446,0.80,0.28
447,0.90,0.31
448,0.68,0.18
449,0.61,0.18
450,0.21,0.16
451,0.28,0.20
452,0.50,0.22
453,0.93,0.19
454,0.59,0.29
455,0.89,0.27
456,0.55,0.16
457,0.61,0.17
458,0.27,0.20
459,0.28,0.16
460,0.53,0.30
461,0.81,0.17
462,0.70,0.37
463,0.78,0.35
464,0.67,0.19
465,0.78,0.20
466,0.28,0.20
467,0.29,0.22
468,0.65,0.18
469,0.64,0.18
470,1.59,0.38
471,0.67,0.38
472,0.73,0.21
473,1.93,0.28
474,0.34,0.24
475,0.40,0.24
476,0.82,0.24
477,0.70,0.22
478,0.83,0.40
479,0.83,0.40
480,0.57,0.18
481,0.59,0.17
482,0.34,0.23
483,0.44,0.29
484,1.13,0.45
485,1.09,0.37
486,0.97,0.46
487,0.84,0.38
488,0.57,0.17
489,0.67,0.20
490,0.34,0.24
491,0.36,0.23
492,0.67,0.21
493,0.95,0.25
494,0.69,0.38
495,0.72,0.39
496,0.68,0.23
497,0.67,0.21
498,0.24,0.18
499,0.24,0.18
500,0.58,0.17
501,0.51,0.25
502,0.55,0.30
503,0.58,0.30
504,0.68,0.20
505,0.64,0.20
506,0.28,0.25
507,0.34,0.24
508,0.88,0.26
509,0.57,0.19
510,1.33,0.92
511,1.31,0.97
512,0.68,0.18
513,0.59,0.18
514,0.34,0.27
515,0.44,0.27
516,0.72,0.23
517,0.86,0.21
518,0.81,0.40
519,0.82,0.59
520,0.73,0.24
521,0.89,0.24
522,0.39,0.25
523,0.33,0.24
524,0.88,0.25
525,0.70,0.20
526,0.90,0.52
527,0.87,0.48
528,0.94,0.26
529,0.73,0.22
530,0.36,0.23
531,0.39,0.28
532,0.81,0.27
533,0.70,0.24
534,0.95,0.41
535,0.95,0.40
536,0.64,0.27
537,0.57,0.23
538,0.52,0.27
539,0.54,0.30
540,0.98,0.27
541,1.62,0.33
542,1.69,1.02
543,1.25,0.69
544,1.19,0.28
545,1.79,0.36
546,0.76,0.50
547,0.68,0.35
548,1.12,0.28
549,1.03,0.25
550,1.27,0.76
551,1.11,0.54
552,0.71,0.26
553,0.97,0.26
554,0.57,0.24
555,0.49,0.26
556,0.58,0.24
557,0.61,0.25
558,1.04,0.56
559,1.15,0.57
560,0.63,0.26
561,0.62,0.24
562,0.54,0.25
563,0.60,0.29
564,0.69,0.28
565,0.86,0.47
566,1.11,0.54
567,1.03,0.68
568,0.61,0.24
569,0.56,0.27
570,0.50,0.24
571,0.50,0.24
572,0.63,0.24
573,0.72,0.28
574,1.41,0.54
575,1.36,0.48
576,0.64,0.30
577,0.64,0.24
578,0.60,0.26
579,0.54,0.26
580,0.66,0.28
581,0.63,0.24
582,0.98,0.43
583,1.09,0.51
584,0.73,0.29
585,0.72,0.29
586,0.58,0.26
587,0.57,0.26
588,0.67,0.26
589,0.65,0.27
590,1.21,0.55
591,1.18,0.52
592,1.14,0.31
593,1.03,0.26
594,0.89,0.34
595,0.85,0.34
596,2.22,0.34
597,1.48,0.33
598,1.06,0.53
599,1.29,0.62
600,1.50,0.37
601,1.66,0.43
602,1.14,0.39
603,0.97,0.38
604,1.21,0.27
605,1.34,0.34
606,1.06,0.48
607,1.46,0.62
608,1.28,0.28
609,1.34,0.30
610,1.17,0.38
611,1.07,0.41
612,2.18,0.44
613,1.73,0.34
614,1.72,0.78
615,1.39,0.63
616,1.13,0.41
617,0.82,0.32
618,1.08,0.33
619,1.21,0.47
620,0.92,0.32
621,1.32,0.32
622,1.34,0.67
623,1.16,0.58
624,1.32,0.39
625,1.37,0.41
626,0.94,0.36
627,0.85,0.33
628,1.56,0.51
629,1.59,0.41
630,1.50,0.66
631,1.55,0.74
632,1.64,0.93
633,1.99,0.52
634,2.91,0.75
635,1.52,0.43
636,1.56,0.59
637,1.49,0.40
638,2.16,1.17
639,3.17,1.39
640,2.21,0.59
641,2.10,0.63
642,1.56,0.40
643,1.86,0.53
644,3.51,0.64
645,2.30,0.55
646,1.41,0.67
647,1.38,0.64
648,2.27,1.56
649,1.43,0.41
650,1.33,0.44
651,1.58,0.56
652,1.69,0.47
653,2.01,0.54
654,1.35,0.72
655,2.00,0.87
656,2.39,0.57
657,2.40,0.58
658,2.43,0.47
659,2.02,0.63
660,2.57,0.62
661,1.85,0.46
662,1.72,0.81
663,1.97,0.97
664,2.09,0.49
665,1.59,0.57
666,1.93,0.45
667,1.39,0.57
668,1.37,0.43
669,1.10,0.44
670,2.27,0.94
671,2.24,1.10
672,1.28,0.50
673,1.15,0.44
674,1.09,0.45
675,1.28,0.44
676,1.33,0.43
677,1.13,0.43
678,1.52,0.83
679,1.98,0.86
680,1.24,0.47
681,1.34,0.52
682,1.26,0.54
683,1.10,0.62
684,1.25,0.56
685,1.39,0.62
686,1.73,0.92
687,1.53,0.74
688,1.51,0.50
689,1.47,0.49
690,1.18,0.53
691,1.18,0.47
692,1.34,0.47
693,1.35,0.49
694,1.79,0.80
695,1.76,0.81
696,1.58,0.64
697,1.53,0.44
698,1.36,0.55
699,1.19,0.52
700,1.24,0.50
701,1.21,0.48
702,2.59,1.09
703,2.45,0.99
704,1.29,0.68
705,1.64,0.68
706,4.14,2.50
707,1.73,0.89
708,1.83,0.86
709,1.63,1.14
710,1.95,3.03
711,3.13,1.40
712,1.97,1.34
713,1.75,0.92
714,1.72,0.99
715,1.61,1.06
716,1.48,0.83
717,1.54,0.70
718,1.98,1.03
719,1.91,0.96
720,1.68,0.75
721,1.54,0.62
722,1.54,0.65
723,1.51,0.67
724,1.80,0.72
725,1.98,0.91
726,1.98,0.94
727,1.83,0.89
728,1.44,0.59
729,1.49,0.63
730,1.57,0.84
731,1.46,0.65
732,1.44,0.59
733,1.49,0.64
734,1.82,1.11
735,1.89,1.07
736,1.45,0.59
737,1.48,0.63
738,1.53,0.71
739,2.09,0.65
740,1.50,0.63
741,1.70,0.76
742,2.01,1.03
743,2.23,1.13
744,2.28,0.76
745,1.60,0.70
746,1.80,0.91
747,1.63,0.73
748,1.71,0.84
749,1.67,0.73
750,2.27,1.50
751,2.58,1.77
752,1.87,1.00
753,1.98,0.74
754,1.98,0.76
755,1.68,0.68
756,1.54,0.65
757,1.62,0.72
758,1.92,0.86
759,2.16,1.02
760,1.69,0.76
761,2.14,0.87
762,1.53,0.69
763,1.88,0.80
764,3.30,0.88
765,2.06,0.66
766,4.20,2.24
767,5.51,3.83
768,1.64,0.63
769,1.67,0.63
770,2.07,0.80
771,1.65,0.70
772,1.66,0.71
773,1.65,0.69
774,3.10,1.28
775,2.03,1.00
776,1.80,0.67
777,1.56,0.64
778,1.64,0.68
779,1.65,0.71
780,1.58,0.63
781,1.57,0.63
782,1.94,0.89
783,1.96,0.89
784,1.60,0.67
785,1.70,0.70
786,1.60,0.68
787,1.63,0.68
788,1.94,0.96
789,2.39,1.02
790,2.12,0.93
791,2.10,0.93
792,1.71,0.70
793,1.70,0.83
794,2.03,0.97
795,1.88,0.81
796,1.88,0.79
797,1.88,0.81
798,2.79,1.33
799,3.28,1.42
800,2.16,1.01
801,1.96,0.82
802,2.79,0.97
803,2.21,0.94
804,2.11,0.93
805,2.00,0.86
806,2.54,1.45
807,2.89,1.34
808,2.15,0.89
809,2.00,1.21
810,2.04,0.94
811,2.00,0.92
812,2.50,1.13
813,2.23,1.60
814,2.86,1.42
815,4.40,1.65
816,2.27,1.20
817,2.09,1.04
818,2.00,1.05
819,3.13,1.23
820,2.28,1.12
821,2.68,1.97
822,2.59,1.40
823,2.66,1.42
824,2.17,1.28
825,2.23,1.07
826,2.19,1.08
827,2.03,1.03
828,2.17,0.94
829,2.95,1.20
830,4.19,2.83
831,5.62,2.78
832,2.14,0.94
833,2.12,0.92
834,2.34,0.99
835,2.44,1.19
836,3.07,1.27
837,2.30,1.30
838,2.87,1.54
839,3.96,1.79
840,2.59,1.24
841,3.03,1.34
842,2.19,0.95
843,2.15,0.93
844,2.12,0.96
845,2.21,1.01
846,2.90,1.39
847,2.94,1.27
848,2.29,1.36
849,2.27,0.95
850,2.35,1.05
851,2.28,0.91
852,2.30,0.86
853,2.13,0.83
854,2.82,1.50
855,2.69,1.25
856,2.47,1.12
857,2.26,0.95
858,2.26,0.94
859,2.38,1.23
860,2.36,1.01
861,2.28,1.06
862,3.24,1.61
863,3.69,1.99
864,2.45,1.08
865,2.28,0.89
866,2.29,0.97
867,2.27,0.89
868,2.64,0.88
869,2.39,0.88
870,2.73,1.31
871,2.73,1.55
872,3.03,1.06
873,2.43,0.98
874,2.32,0.97
875,2.36,0.99
876,2.60,1.00
877,2.45,1.23
878,3.34,1.80
879,3.55,2.40
880,2.46,1.15
881,2.43,1.09
882,2.71,1.41
883,2.95,1.22
884,3.34,1.18
885,2.68,1.24
886,3.26,1.70
887,3.05,1.53
888,2.76,1.38
889,2.71,1.25
890,3.77,2.03
891,2.65,1.36
892,2.81,1.51
893,2.64,1.23
894,6.04,6.02
895,6.51,4.60
896,3.30,1.47
897,2.79,1.47
898,3.31,1.50
899,2.66,1.40
900,2.48,1.15
901,2.51,1.30
902,3.08,1.73
903,3.31,1.56
904,2.64,1.20
905,2.70,1.34
906,2.51,1.26
907,3.69,1.71
908,2.77,1.60
909,2.69,1.07
910,3.58,1.48
911,3.36,1.45
912,2.73,1.11
913,2.77,1.41
914,2.73,1.32
915,3.19,1.63
916,2.76,1.20
917,2.64,1.12
918,3.88,2.13
919,3.18,1.45
920,2.73,1.10
921,2.73,1.12
922,3.59,1.99
923,4.44,3.01
924,3.72,1.73
925,2.89,1.53
926,5.59,3.35
927,4.16,2.29
928,3.87,2.19
929,3.04,1.59
930,3.32,2.00
931,3.16,1.71
932,3.98,1.80
933,3.02,2.10
934,3.36,1.94
935,3.20,1.67
936,3.10,1.39
937,2.86,1.30
938,3.67,1.80
939,2.78,1.24
940,3.07,1.27
941,2.94,1.23
942,4.46,2.85
943,4.19,2.32
944,3.27,1.57
945,4.25,1.53
946,3.11,1.61
947,3.20,1.84
948,3.08,1.39
949,3.02,1.43
950,4.47,2.03
951,4.76,2.51
952,3.08,1.49
953,3.78,1.86
954,5.06,1.74
955,6.28,1.99
956,5.05,2.09
957,3.27,3.73
958,8.01,5.67
959,5.94,3.80
960,3.44,1.61
961,3.20,2.11
962,3.20,1.80
963,3.43,1.82
964,3.69,1.61
965,3.59,1.55
966,3.81,2.39
967,3.72,2.05
968,3.85,1.93
969,2.87,1.23
970,3.04,1.30
971,3.33,1.66
972,3.62,1.87
973,3.09,1.41
974,3.73,2.18
975,4.13,2.14
976,3.70,1.59
977,3.05,1.38
978,3.01,1.69
979,3.13,1.61
980,3.07,1.49
981,3.48,1.76
982,3.94,2.73
983,4.00,2.27
984,3.98,2.93
985,3.39,1.68
986,3.59,1.92
987,3.86,2.00
988,4.10,1.80
989,3.16,1.46
990,4.86,4.43
991,5.46,5.46
992,3.33,1.51
993,3.36,1.57
994,3.51,1.71
995,3.63,1.78
996,3.41,1.80
997,3.49,1.93
998,3.94,2.44
999,4.04,2.57
1000,3.18,1.49
1001,4.09,1.84
1002,3.33,1.58
1003,3.52,1.88
1004,3.91,1.76
1005,3.80,1.69
1006,5.20,4.42
1007,6.10,4.19
1008,3.63,1.59
1009,3.35,2.00
1010,4.16,1.82
1011,6.94,1.94
1012,4.05,11.57
1013,3.94,1.82
1014,6.57,6.16
1015,5.85,5.71
1016,3.50,1.58
1017,3.47,1.49
1018,4.02,1.77
1019,3.28,1.54
1020,3.39,1.45
1021,3.65,1.65
1022,9.69,9.17
1023,8.56,6.79
1024,3.46,1.50
1025,3.78,1.73
1026,5.17,2.01
1027,3.49,1.69
1028,3.48,1.52
1029,3.66,1.56
1030,5.32,4.64
1031,5.26,5.11
1032,3.57,1.70
1033,3.65,1.76
1034,3.73,1.88
1035,4.31,2.11
1036,3.75,1.74
1037,3.61,1.66
1038,4.76,3.13
1039,5.46,5.00
1040,4.16,2.31
1041,3.92,1.73
1042,4.66,2.25
1043,4.45,1.95
1044,3.83,1.91
1045,3.97,1.92
1046,4.72,2.86
1047,4.43,2.92
1048,3.88,1.74
1049,3.99,2.16
1050,3.64,1.91
1051,4.30,2.05
1052,4.13,1.84
1053,3.98,1.81
1054,6.06,3.84
1055,5.75,3.88
1056,4.24,1.79
1057,3.63,1.66
1058,4.02,2.22
1059,4.73,2.16
1060,4.38,1.82
1061,3.81,1.70
1062,4.50,2.44
1063,4.39,2.56
1064,4.92,2.79
1065,4.23,2.52
1066,4.25,1.77
1067,3.95,1.70
1068,3.77,1.82
1069,3.96,11.37
1070,14.00,3.93
1071,5.85,3.19
1072,5.06,2.15
1073,3.85,1.74
1074,4.06,2.08
1075,4.33,2.10
1076,4.30,2.42
1077,3.84,1.99
1078,4.56,2.46
1079,5.97,3.18
1080,6.47,2.32
1081,4.02,2.18
1082,5.96,2.80
1083,4.41,2.85
1084,4.71,2.31
1085,4.21,2.85
1086,7.55,6.26
1087,8.65,10.08
1088,7.49,2.77
1089,4.27,2.07
1090,4.72,2.47
1091,4.25,2.27
1092,5.09,2.20
1093,4.18,1.91
1094,5.33,3.11
1095,4.96,2.96
1096,5.45,2.32
1097,5.23,2.35
1098,5.24,2.21
1099,4.67,2.11
1100,4.71,2.86
1101,4.66,2.57
1102,6.58,4.09
1103,6.89,5.29
1104,4.21,2.18
1105,4.34,1.97
1106,5.22,2.48
1107,4.55,2.30
1108,4.33,2.74
1109,4.49,2.15
1110,5.80,3.10
1111,6.75,3.14
1112,4.93,2.09
1113,4.67,2.27
1114,4.39,2.16
1115,5.59,2.66
1116,4.70,2.10
1117,4.80,2.20
1118,8.26,5.68
1119,6.80,5.87
1120,4.67,2.14
1121,4.82,2.51
1122,4.38,2.08
1123,4.69,2.46
1124,4.50,1.98
1125,9.73,2.58
1126,5.40,4.71
1127,6.40,3.24
1128,4.60,2.32
1129,4.77,2.14
1130,4.96,2.32
1131,4.46,2.21
1132,5.00,2.46
1133,4.78,2.29
1134,6.27,4.79
1135,6.38,3.99
1136,4.56,2.12
1137,5.81,2.73
1138,4.82,2.31
1139,4.70,3.05
1140,6.34,3.15
1141,5.85,2.72
1142,6.73,3.83
1143,7.20,4.54
1144,6.02,2.94
1145,4.81,2.70
1146,5.13,3.30
1147,5.15,3.11
1148,5.96,2.44
1149,5.34,3.58
1150,12.14,9.69
1151,11.74,8.74
1152,6.39,3.19
1153,7.11,3.30
1154,7.66,3.45
1155,5.84,3.08
1156,4.96,2.34
1157,4.87,2.51
1158,5.90,3.99
1159,6.45,5.19
1160,6.10,2.74
1161,8.65,2.78
1162,4.93,2.58
1163,7.12,3.42
1164,5.30,3.03
1165,5.85,2.63
1166,11.55,7.22
1167,9.28,7.42
1168,5.78,3.12
1169,5.97,2.99
1170,6.41,4.16
1171,6.37,4.23
1172,6.25,3.18
1173,7.80,3.41
1174,9.82,5.10
1175,10.34,5.49
1176,5.81,3.60
1177,7.81,3.31
1178,5.64,3.44
1179,5.75,3.42
1180,9.33,6.00
1181,9.07,6.73
1182,11.72,9.87
1183,14.93,8.68
1184,5.81,3.69
1185,5.71,2.85
1186,6.95,2.74
1187,5.41,3.51
1188,6.64,3.52
1189,6.55,3.29
1190,6.33,4.58
1191,7.02,3.85
1192,5.52,3.07
1193,8.25,3.42
1194,6.72,2.89
1195,5.35,2.63
1196,5.60,2.70
1197,5.08,2.66
1198,6.13,3.81
1199,7.06,4.55
1200,5.52,2.71
1201,6.08,3.34
1202,5.56,3.18
1203,9.71,3.71
1204,6.07,2.82
1205,7.21,2.84
1206,9.66,4.52
1207,7.48,4.27
1208,5.45,3.06
1209,5.67,2.86
1210,5.45,2.77
1211,5.22,2.81
1212,5.50,2.66
1213,5.95,3.01
1214,16.56,7.43
1215,10.40,6.34
1216,5.51,2.59
1217,5.27,3.02
1218,6.01,2.71
1219,5.23,3.04
1220,5.39,3.26
1221,5.90,2.52
1222,7.65,4.42
1223,6.57,4.38
1224,5.50,2.79
1225,6.77,2.96
1226,5.44,3.02
1227,14.30,3.54
1228,6.01,3.63
1229,5.65,2.82
1230,8.61,4.89
1231,7.35,4.99
1232,6.69,3.02
1233,6.42,2.69
1234,5.63,2.83
1235,5.84,3.13
1236,5.63,3.15
1237,5.59,3.08
1238,7.63,4.54
1239,6.93,4.63
1240,8.08,4.49
1241,7.13,3.50
1242,6.30,3.02
1243,6.38,4.07
1244,7.42,3.48
1245,6.39,3.48
1246,8.92,7.44
1247,9.02,7.15
1248,7.73,3.45
1249,7.29,4.05
1250,7.52,3.39
1251,6.47,3.32
1252,5.93,2.83
1253,7.09,3.26
1254,7.14,4.57
1255,7.01,5.33
1256,5.88,3.38
1257,6.01,3.46
1258,7.04,3.56
1259,5.79,3.08
1260,5.89,2.75
1261,6.83,3.43
1262,7.91,7.13
1263,7.84,5.25
1264,5.96,2.87
1265,6.35,2.96
1266,6.07,2.92
1267,6.11,3.13
1268,6.31,3.62
1269,6.31,3.41
1270,7.01,7.46
1271,7.83,6.96
1272,6.57,3.33
1273,6.33,2.97
1274,6.18,3.12
1275,7.36,3.73
1276,8.40,3.85
1277,6.67,4.00
1278,15.69,13.48
1279,18.26,11.54
1280,5.76,3.28
1281,8.77,3.12
1282,7.22,3.10
1283,5.95,2.96
1284,8.19,3.40
1285,7.81,3.23
1286,7.74,4.77
1287,8.09,7.20
1288,6.48,2.94
1289,8.27,3.65
1290,6.07,3.47
1291,8.81,3.51
1292,9.05,4.61
1293,9.75,4.44
1294,12.81,7.53
1295,10.84,5.65
1296,6.25,4.94
1297,7.07,3.35
1298,8.13,3.72
1299,6.43,3.72
1300,6.22,2.97
1301,8.37,3.55
1302,10.60,5.83
1303,10.56,5.48
1304,6.03,3.39
1305,6.28,3.42
1306,6.35,3.62
1307,8.07,3.68
1308,7.30,3.14
1309,7.26,3.02
1310,14.74,8.76
1311,9.67,6.07
1312,7.04,3.86
1313,11.35,3.39
1314,6.81,3.46
1315,7.95,3.60
1316,8.95,3.71
1317,7.38,3.36
1318,11.07,5.23
1319,11.00,5.96
1320,7.39,3.38
1321,6.69,3.25
1322,9.67,4.88
1323,6.19,3.18
1324,7.94,4.24
1325,7.65,3.73
1326,7.67,4.94
1327,11.33,6.12
1328,7.49,3.38
1329,8.10,4.17
1330,7.00,3.57
1331,9.10,4.64
1332,10.93,5.03
1333,7.75,3.84
1334,9.78,4.95
1335,9.50,5.64
1336,6.91,3.52
1337,9.16,3.63
1338,7.32,4.51
1339,7.23,3.39
1340,6.56,3.06
1341,7.28,3.44
1342,13.35,10.40
1343,13.18,11.52
1344,7.27,3.20
1345,9.03,7.49
1346,19.19,15.65
1347,8.88,5.86
1348,6.87,3.42
1349,7.84,4.96
1350,9.35,5.30
1351,9.49,5.06
1352,8.10,3.71
1353,7.37,3.75
1354,7.17,3.52
1355,7.05,3.85
1356,7.19,3.25
1357,7.11,3.37
1358,12.09,5.85
1359,10.52,5.89
1360,8.15,4.72
1361,7.30,4.11
1362,8.00,3.82
