n,ij,ji
2635,11.51,11.75
2636,12.42,14.21
2637,12.53,12.92
2638,14.38,14.32
2639,14.48,14.33
2640,13.45,14.20
2641,13.51,13.89
2642,11.71,12.00
2643,11.66,11.92
2644,12.59,13.65
2645,12.40,13.19
2646,11.69,11.89
2647,11.22,11.54
2648,12.39,12.86
2649,12.53,12.82
2650,11.79,12.03
2651,11.78,11.85
2652,12.93,14.22
2653,15.29,13.84
2654,14.33,14.76
2655,14.25,14.42
2656,12.24,12.97
2657,12.74,13.14
2658,11.79,11.69
2659,11.69,11.90
2660,13.39,13.21
2661,12.54,12.87
2662,11.56,11.77
2663,11.87,11.97
2664,12.49,13.23
2665,12.80,13.31
2666,12.20,12.32
2667,12.28,12.38
2668,12.97,13.34
2669,12.92,13.60
2670,14.10,14.50
2671,14.02,14.17
2672,13.25,13.69
2673,12.97,13.36
2674,12.93,12.76
2675,12.00,12.03
2676,13.23,13.24
2677,12.93,13.35
2678,11.96,12.05
2679,11.74,11.99
2680,13.10,13.55
2681,13.05,13.84
2682,11.88,12.11
2683,11.39,12.04
2684,12.89,13.12
2685,12.60,13.66
2686,26.57,26.84
2687,26.27,27.39
2688,12.74,13.54
2689,13.07,13.78
2690,12.25,12.44
2691,12.12,13.30
2692,13.40,13.90
2693,13.76,14.28
2694,13.63,13.65
2695,13.60,13.86
2696,17.67,14.24
2697,13.28,13.86
2698,12.12,12.17
2699,12.16,12.36
2700,13.00,14.12
2701,13.14,13.81
2702,14.64,15.23
2703,14.31,14.74
2704,13.30,14.02
2705,13.15,13.54
2706,13.53,12.78
2707,12.52,12.71
2708,14.86,15.27
2709,14.28,14.89
2710,12.82,12.83
2711,12.64,12.71
2712,13.75,14.36
2713,13.45,13.77
2714,14.42,12.72
2715,12.43,12.79
2716,13.02,13.78
2717,13.39,13.78
2718,15.32,15.10
2719,15.70,15.58
2720,13.85,14.12
2721,13.57,14.11
2722,13.04,13.59
2723,13.30,13.43
2724,13.24,13.75
2725,13.50,14.09
2726,12.88,12.45
2727,12.20,12.44
2728,13.13,13.88
2729,13.31,14.10
2730,13.35,13.61
2731,12.25,12.55
2732,12.84,14.18
2733,13.15,13.54
2734,14.73,14.30
2735,14.03,14.24
2736,14.49,15.04
2737,14.58,14.96
2738,13.12,12.88
2739,12.62,12.84
2740,13.50,14.26
2741,14.85,14.05
2742,12.55,12.55
2743,12.79,12.73
2744,13.50,14.12
2745,13.41,14.57
2746,12.47,12.83
2747,13.07,12.94
2748,13.74,14.21
2749,13.89,14.62
2750,20.19,20.66
2751,20.24,21.63
2752,13.77,14.16
2753,13.91,14.30
2754,12.95,13.08
2755,12.64,13.16
2756,13.73,14.66
2757,13.48,14.08
2758,12.87,13.29
2759,12.76,12.83
2760,13.98,14.44
2761,13.72,14.76
2762,12.96,13.27
2763,13.03,13.17
2764,14.62,15.24
2765,14.56,15.91
2766,15.50,15.54
2767,15.57,15.83
2768,14.21,14.80
2769,14.29,14.89
2770,13.25,13.62
2771,13.71,13.59
2772,14.08,14.84
2773,14.78,15.47
2774,13.26,13.31
2775,13.35,13.21
2776,13.96,15.03
2777,14.41,14.94
2778,13.13,13.56
2779,13.88,13.54
2780,14.68,15.93
2781,14.32,15.04
2782,16.27,16.35
2783,16.12,17.02
2784,14.52,14.94
2785,14.20,15.16
2786,14.12,13.75
2787,13.58,13.72
2788,14.62,15.17
2789,14.63,14.96
2790,13.82,13.88
2791,13.84,13.82
2792,14.92,15.15
2793,15.34,15.28
2794,13.91,14.27
2795,13.65,13.91
2796,14.80,15.34
2797,15.06,15.27
2798,16.00,15.76
2799,15.89,16.06
2800,14.57,15.30
2801,14.57,15.35
2802,13.46,13.80
2803,13.76,13.91
2804,15.35,16.07
2805,14.60,15.23
2806,14.88,14.14
2807,13.77,14.29
2808,15.03,15.39
2809,14.88,15.71
2810,14.82,14.94
2811,14.60,15.06
2812,14.99,15.15
2813,14.80,15.15
2814,39.63,41.05
2815,39.16,40.02
2816,15.06,15.48
2817,14.80,16.17
2818,14.09,14.49
2819,14.20,14.19
2820,15.19,15.40
2821,15.49,15.31
2822,14.53,14.30
2823,14.48,14.94
2824,15.90,16.24
2825,15.34,16.54
2826,14.47,14.13
2827,14.11,14.73
2828,15.14,15.50
2829,14.84,15.52
2830,16.65,16.72
2831,17.17,16.92
2832,14.67,15.37
2833,14.78,15.30
2834,14.53,14.14
2835,14.25,14.11
2836,15.48,15.80
2837,15.17,16.09
2838,15.93,15.70
2839,15.10,15.35
2840,15.73,16.69
2841,15.49,16.04
2842,14.31,14.39
2843,14.15,14.96
2844,15.50,16.09
2845,15.53,16.13
2846,17.80,17.70
2847,17.03,16.57
2848,14.89,15.51
2849,15.06,15.21
2850,14.37,14.29
2851,14.30,14.59
2852,15.12,14.86
2853,14.78,14.81
2854,14.68,14.32
2855,14.69,14.34
2856,15.25,15.04
2857,15.25,15.21
2858,14.77,14.26
2859,14.44,14.23
2860,15.30,15.23
2861,15.47,15.41
2862,16.96,16.63
2863,17.15,16.88
2864,15.65,15.33
2865,15.79,15.44
2866,14.38,14.40
2867,14.70,14.82
2868,15.81,16.56
2869,15.90,16.48
2870,15.76,15.79
2871,15.59,15.55
2872,16.14,16.89
2873,15.96,17.00
2874,14.80,15.08
2875,15.23,15.45
2876,16.00,16.65
2877,16.13,16.53
2878,20.97,21.96
2879,20.54,20.66
2880,15.83,16.31
2881,15.96,16.36
2882,14.95,15.17
2883,15.20,15.41
2884,16.14,16.59
2885,16.19,16.78
2886,15.84,15.91
2887,15.91,15.98
2888,16.75,17.23
2889,16.53,17.14
2890,15.47,15.71
2891,14.93,15.75
2892,16.19,16.52
2893,16.22,16.70
2894,17.51,17.75
2895,17.79,17.75
2896,15.90,16.41
2897,17.44,16.92
2898,15.45,15.37
2899,15.65,16.24
2900,16.39,17.35
2901,16.57,17.29
2902,15.98,16.19
2903,15.89,15.66
2904,16.68,16.94
2905,16.26,16.89
2906,15.46,15.63
2907,15.54,15.81
2908,16.44,17.19
2909,16.70,17.31
2910,18.43,18.60
2911,18.65,18.55
2912,17.18,17.38
2913,16.83,17.45
2914,15.50,16.49
2915,15.48,15.98
2916,16.46,17.02
2917,16.76,17.55
2918,16.30,16.57
2919,16.22,16.30
2920,17.45,17.49
2921,16.80,17.36
2922,16.01,16.02
2923,15.96,16.14
2924,16.93,17.52
2925,17.05,17.99
2926,18.43,18.55
2927,18.06,18.32
2928,16.52,17.32
2929,16.48,17.24
2930,15.58,15.98
2931,16.32,16.29
2932,16.80,17.62
2933,17.04,18.63
2934,16.97,17.53
2935,16.07,15.88
2936,17.07,18.04
2937,16.69,17.16
2938,16.12,16.24
2939,16.31,16.57
2940,17.27,17.79
2941,17.01,17.36
2942,36.86,37.14
2943,36.40,37.00
2944,16.55,17.36
2945,16.89,18.52
2946,15.84,15.78
2947,15.50,15.83
2948,16.82,17.43
2949,16.87,17.49
2950,16.91,16.83
2951,17.17,17.07
2952,17.28,17.91
2953,17.23,17.64
2954,17.44,17.19
2955,17.30,17.08
2956,17.22,17.76
2957,16.97,18.02
2958,19.21,18.93
2959,19.03,19.23
2960,17.02,17.67
2961,17.20,18.43
2962,16.61,17.11
2963,16.17,16.38
2964,17.17,17.84
2965,17.20,17.90
2966,16.71,16.93
2967,16.85,17.51
2968,17.66,18.07
2969,17.30,17.86
2970,17.15,16.89
2971,16.17,16.91
2972,17.51,18.24
2973,17.70,18.27
2974,19.75,20.07
2975,19.57,20.18
2976,18.56,19.22
2977,17.71,18.46
2978,16.79,16.92
2979,16.84,17.13
2980,17.49,18.24
2981,17.54,18.33
2982,17.43,18.50
2983,17.14,17.11
2984,17.41,17.87
2985,17.42,18.48
2986,17.01,16.98
2987,16.67,16.66
2988,17.21,18.53
2989,17.70,18.29
2990,19.37,19.39
2991,19.41,19.66
2992,17.92,18.44
2993,17.83,18.36
2994,17.01,17.34
2995,17.16,16.84
2996,17.91,18.45
2997,17.70,18.74
2998,17.15,17.19
2999,17.18,17.26
3000,18.74,19.45
3001,18.31,18.73
3002,16.46,16.76
3003,16.64,16.83
3004,17.79,18.62
3005,17.87,18.60
3006,23.27,24.86
3007,23.51,24.78
3008,17.91,18.51
3009,19.04,18.83
3010,17.28,17.99
3011,16.84,17.16
3012,18.21,19.17
3013,17.64,18.79
3014,17.47,17.45
3015,18.33,17.67
3016,18.83,18.93
3017,17.79,18.49
3018,17.90,17.31
3019,17.16,17.98
3020,17.83,18.63
3021,17.85,18.56
3022,20.65,20.73
3023,20.23,20.55
3024,18.09,19.06
3025,18.53,18.91
3026,17.50,18.42
3027,17.16,17.26
3028,18.05,18.81
3029,18.23,19.00
3030,17.69,17.69
3031,17.76,17.66
3032,18.43,19.39
3033,18.32,19.06
3034,17.89,17.63
3035,17.22,17.83
3036,18.10,18.86
3037,18.40,19.13
3038,20.80,20.86
3039,20.74,21.00
3040,18.78,18.89
3041,18.23,18.82
3042,17.34,17.44
3043,17.59,17.69
3044,18.23,20.07
3045,18.10,20.65
3046,18.99,19.04
3047,19.59,19.15
3048,17.97,18.47
3049,18.61,19.11
3050,17.61,17.88
3051,18.30,18.09
3052,19.12,19.40
3053,18.64,19.22
3054,20.54,20.52
3055,20.46,21.02
3056,18.73,19.31
3057,18.70,19.73
3058,17.76,18.44
3059,18.32,17.84
3060,19.00,19.54
3061,18.48,19.35
3062,17.88,18.05
3063,18.20,18.08
3064,18.88,19.58
3065,19.05,19.71
3066,17.96,18.25
3067,18.35,18.12
3068,18.90,20.96
3069,19.10,19.54
3070,59.74,62.58
3071,61.70,62.44
3072,19.39,19.88
3073,20.49,21.27
3074,18.32,17.58
3075,17.99,18.75
3076,18.90,20.21
3077,19.02,19.85
3078,18.45,18.41
3079,18.66,18.82
3080,18.98,19.60
3081,18.95,19.79
3082,18.35,18.76
3083,18.34,18.42
3084,19.13,19.84
3085,19.64,20.49
3086,21.29,21.44
3087,21.74,21.84
3088,19.24,19.84
3089,19.47,19.98
3090,18.99,19.45
3091,18.18,18.53
3092,20.14,20.17
3093,19.80,20.18
3094,19.97,20.05
3095,21.16,20.13
3096,19.57,20.14
3097,19.19,20.19
3098,18.22,18.36
3099,18.30,18.46
3100,19.84,20.41
3101,19.50,20.64
3102,22.60,23.09
3103,22.36,23.72
3104,19.65,20.59
3105,20.39,20.81
3106,18.43,19.39
3107,18.76,18.62
3108,19.36,20.16
3109,20.31,20.35
3110,19.19,19.15
3111,19.54,19.63
3112,19.44,21.20
3113,20.05,21.20
3114,19.24,20.43
3115,18.76,19.38
3116,19.87,20.86
3117,19.71,21.07
3118,22.72,22.40
3119,22.76,24.95
3120,19.96,20.64
3121,19.83,20.89
3122,19.27,19.58
3123,18.93,19.27
3124,19.86,20.48
3125,20.84,20.70
3126,20.13,20.15
3127,20.53,20.49
3128,19.84,20.46
3129,19.73,20.31
3130,19.49,19.64
3131,19.22,19.45
3132,20.62,20.90
3133,20.01,20.96
3134,27.42,28.88
3135,28.18,28.28
3136,19.75,20.44
3137,20.15,20.86
3138,19.89,19.93
3139,19.02,19.62
3140,20.37,20.72
3141,20.52,21.07
3142,19.68,20.34
3143,19.75,20.15
3144,21.58,21.31
3145,20.74,21.04
3146,19.46,19.74
3147,19.62,19.83
3148,20.50,21.45
3149,20.56,21.17
3150,22.59,22.51
3151,22.47,22.73
3152,20.90,21.37
3153,20.61,21.53
3154,20.08,20.07
3155,19.97,19.88
3156,20.57,21.40
3157,20.89,21.54
3158,20.37,20.33
3159,20.01,20.30
3160,20.70,21.95
3161,20.71,22.01
3162,19.65,19.73
3163,19.78,19.96
3164,20.90,22.23
3165,21.00,23.40
3166,23.73,23.83
3167,24.69,24.56
3168,20.66,21.75
3169,21.04,22.14
3170,20.32,20.98
3171,20.34,20.59
3172,20.83,21.59
3173,20.98,22.41
3174,21.05,21.66
3175,20.85,20.67
3176,20.77,21.65
3177,20.82,22.29
3178,20.46,20.93
3179,20.45,20.37
3180,21.08,21.82
3181,21.86,21.85
3182,23.11,23.15
3183,22.89,22.92
3184,20.86,21.99
3185,21.91,22.11
3186,20.44,20.76
3187,20.18,20.58
3188,21.33,22.05
3189,21.51,21.97
3190,20.59,21.17
3191,20.70,21.19
3192,21.04,21.74
3193,21.03,21.81
3194,20.01,21.20
3195,20.19,21.85
3196,20.93,22.19
3197,22.75,22.14
3198,48.63,49.25
3199,47.49,48.73
3200,21.40,21.87
3201,21.44,22.69
3202,20.74,20.76
3203,20.40,20.66
3204,22.20,23.08
3205,22.24,23.24
3206,21.21,21.68
3207,21.31,21.25
3208,21.38,22.76
3209,21.51,22.37
3210,20.50,20.92
3211,20.79,21.09
3212,21.42,22.47
3213,22.07,22.90
3214,24.55,25.42
3215,24.48,24.60
3216,21.83,22.91
3217,21.93,22.77
3218,20.79,20.98
3219,20.68,21.12
3220,22.04,22.61
3221,22.11,22.64
3222,21.72,21.61
3223,21.44,22.21
3224,21.91,23.13
3225,21.81,22.83
3226,21.20,21.40
3227,21.14,21.46
3228,21.56,22.33
3229,22.06,23.32
3230,25.12,25.45
3231,25.35,25.34
3232,22.15,23.00
3233,22.17,23.23
3234,21.50,21.40
3235,21.47,21.51
3236,22.44,23.28
3237,22.77,23.36
3238,22.18,22.42
3239,22.46,22.22
3240,22.25,22.83
3241,22.17,22.86
3242,20.87,21.67
3243,20.87,21.34
3244,23.26,23.70
3245,22.40,23.19
3246,25.13,25.12
3247,26.00,25.32
3248,21.93,23.14
3249,22.15,23.47
3250,26.46,23.79
3251,24.01,23.76
3252,24.06,24.24
3253,27.83,25.25
3254,24.05,23.58
3255,24.46,23.84
3256,24.68,30.34
3257,26.87,25.88
3258,23.89,25.41
3259,27.67,28.34
3260,29.18,29.19
3261,26.86,25.78
3262,33.92,34.69
3263,32.25,33.36
3264,28.83,28.36
3265,26.36,27.38
3266,25.44,25.72
3267,25.68,28.80
3268,26.67,27.74
3269,26.04,26.18
3270,25.57,25.47
3271,24.62,24.42
3272,25.81,23.40
3273,31.10,30.83
3274,27.11,25.69
3275,24.74,24.12
3276,24.54,24.18
3277,23.76,23.27
3278,28.57,28.18
3279,30.23,28.93
3280,24.36,23.84
3281,24.14,24.37
3282,22.99,22.65
3283,22.68,22.48
3284,28.93,35.24
3285,27.38,27.02
3286,27.19,27.00
3287,25.70,24.69
3288,24.55,24.88
3289,27.52,26.95
3290,30.33,29.88
3291,26.98,26.71
3292,27.88,28.83
3293,26.81,28.00
3294,38.87,40.44
3295,32.23,31.69
3296,31.89,31.32
3297,26.15,24.80
3298,23.85,23.88
3299,23.12,23.07
3300,25.77,25.65
3301,24.11,24.46
3302,23.41,23.72
3303,26.52,25.77
3304,29.83,34.13
3305,24.57,24.17
3306,26.55,29.38
3307,25.75,24.69
3308,25.92,29.62
3309,25.43,24.04
3310,26.87,27.45
3311,27.60,27.85
3312,24.08,25.20
3313,24.18,24.05
3314,25.39,25.79
3315,24.08,23.85
3316,24.29,25.20
3317,24.17,25.38
3318,24.90,26.40
3319,25.38,26.72
3320,26.21,28.62
3321,27.90,26.88
3322,26.12,25.50
3323,24.39,24.36
3324,25.46,26.38
3325,25.81,26.25
3326,58.72,58.14
3327,64.87,61.08
3328,28.17,24.73
3329,26.00,24.70
3330,23.93,23.12
3331,25.49,25.55
3332,25.91,25.38
3333,25.80,25.50
3334,26.39,27.77
3335,27.44,27.28
3336,26.23,26.20
3337,24.97,24.41
3338,25.37,25.74
3339,24.30,23.66
3340,24.84,25.90
3341,24.64,25.52
3342,28.86,31.53
3343,27.41,27.46
3344,25.31,28.52
3345,24.81,29.83
3346,23.81,24.12
3347,25.13,25.52
3348,25.03,25.30
3349,24.66,25.55
3350,25.49,24.96
3351,25.48,24.77
3352,24.50,25.75
3353,24.67,25.52
3354,23.22,27.92
3355,23.76,23.94
3356,25.39,25.76
3357,24.93,25.51
3358,28.36,28.69
3359,28.35,28.64
3360,26.29,27.91
3361,25.70,25.66
3362,23.20,23.82
3363,23.17,23.66
3364,24.72,29.13
3365,26.33,25.74
3366,25.04,25.86
3367,24.97,25.06
3368,24.93,26.16
3369,25.98,25.76
3370,23.87,25.01
3371,24.59,25.11
3372,24.93,25.88
3373,25.23,26.70
3374,29.16,28.75
3375,27.77,28.20
3376,28.89,26.16
3377,25.19,26.08
3378,26.58,24.60
3379,24.03,27.60
3380,25.13,26.24
3381,25.04,26.04
3382,25.39,28.51
3383,29.82,26.16
3384,27.08,27.20
3385,32.09,25.83
3386,24.95,24.54
3387,27.78,25.51
3388,25.94,26.43
3389,25.64,26.29
3390,38.29,38.70
3391,38.77,37.72
3392,25.70,27.40
3393,25.60,26.79
3394,25.36,25.32
3395,24.81,24.88
3396,26.24,26.28
3397,25.61,26.30
3398,25.65,26.22
3399,26.43,25.43
3400,25.70,26.88
3401,26.00,30.47
3402,24.58,24.50
3403,25.18,25.00
3404,25.82,26.38
3405,26.65,26.85
3406,28.37,29.02
3407,30.46,29.12
3408,25.04,25.80
3409,25.06,25.33
3410,24.80,24.38
3411,24.52,24.94
3412,24.91,26.00
3413,29.30,29.16
3414,27.97,26.49
3415,25.11,27.25
3416,24.67,25.18
3417,26.21,26.23
3418,25.59,25.37
3419,30.11,31.53
3420,29.79,29.38
3421,27.55,26.84
3422,30.80,30.92
3423,29.82,29.97
3424,27.28,27.51
3425,26.30,27.24
3426,27.20,27.52
3427,28.43,25.69
3428,26.01,25.23
3429,26.38,27.03
3430,27.82,28.30
3431,27.15,26.94
3432,28.32,28.59
3433,27.34,26.83
3434,27.56,27.53
3435,28.97,30.63
3436,29.66,29.16
3437,28.89,29.03
3438,29.45,29.36
3439,29.02,29.27
3440,27.81,29.51
3441,27.05,28.38
3442,29.57,28.77
3443,27.68,28.66
3444,28.46,28.64
3445,27.95,28.38
3446,27.94,27.81
3447,31.96,30.63
3448,27.50,27.81
3449,29.12,28.69
3450,26.86,26.59
3451,27.41,26.68
3452,26.35,27.29
3453,26.64,27.29
3454,59.92,61.07
3455,62.24,62.61
3456,27.93,28.83
3457,29.37,29.40
3458,28.17,28.76
3459,26.92,27.22
3460,28.72,28.96
3461,27.46,28.66
3462,27.78,29.77
3463,30.27,29.57
3464,26.27,29.41
3465,27.44,29.36
3466,28.44,30.01
3467,28.19,29.10
3468,30.15,30.22
3469,28.55,28.98
3470,32.46,31.58
3471,33.63,32.83
3472,28.21,31.18
3473,27.69,30.25
3474,28.89,28.77
3475,28.65,29.52
3476,28.19,29.08
3477,27.39,27.89
3478,29.23,31.17
3479,29.99,29.54
3480,28.97,30.24
3481,30.83,32.18
3482,28.45,28.23
3483,30.32,34.29
3484,30.68,30.50
3485,29.34,28.93
3486,33.04,34.59
3487,34.22,33.87
3488,30.23,30.41
3489,29.40,29.14
3490,29.70,29.34
3491,29.48,29.64
3492,32.54,31.73
3493,30.11,30.02
3494,35.34,32.68
3495,29.69,29.50
3496,31.30,30.46
3497,29.53,29.34
3498,27.73,30.59
3499,29.70,27.14
3500,28.92,29.06
3501,30.16,30.09
3502,32.52,32.08
3503,33.90,34.50
3504,29.41,29.81
3505,27.70,28.68
3506,26.96,28.33
3507,26.87,27.20
3508,30.91,30.07
3509,27.41,30.45
3510,28.40,28.37
3511,28.19,29.61
3512,29.29,30.37
3513,32.02,32.98
3514,34.87,31.31
3515,33.02,34.07
3516,30.18,30.36
3517,32.16,31.16
3518,41.18,42.68
3519,43.36,45.49
3520,28.17,30.55
3521,31.13,29.12
3522,27.84,27.72
3523,30.95,30.15
3524,29.16,28.93
3525,28.66,30.06
3526,31.54,30.69
3527,30.73,32.68
3528,29.89,30.07
3529,33.83,32.81
3530,30.29,30.70
3531,29.41,28.11
3532,32.88,32.75
3533,30.61,30.63
3534,33.33,39.77
3535,38.60,34.72
3536,32.64,31.38
3537,30.71,29.91
3538,28.33,29.32
3539,28.12,29.19
3540,32.81,31.93
3541,30.58,31.03
3542,32.15,31.81
3543,34.56,33.15
3544,33.41,34.45
3545,32.93,34.26
3546,30.40,30.24
3547,32.94,31.58
3548,32.05,32.33
3549,31.35,32.12
3550,41.22,39.00
3551,35.40,34.31
3552,29.77,30.26
3553,29.51,30.81
3554,34.35,33.46
3555,33.33,31.76
3556,32.72,32.04
3557,32.99,33.67
3558,33.67,33.60
3559,32.75,35.71
3560,32.53,31.36
3561,29.39,31.12
3562,30.20,32.39
3563,30.02,29.99
3564,34.42,33.54
3565,29.59,32.09
3566,36.42,33.59
3567,37.07,36.02
3568,30.74,30.27
3569,30.86,30.20
3570,29.60,28.29
3571,28.81,29.02
3572,29.12,29.86
3573,29.20,29.88
3574,31.03,31.34
3575,31.21,30.67
3576,31.99,31.39
3577,30.07,31.09
3578,28.80,28.70
3579,29.19,30.75
3580,29.88,30.26
3581,30.31,31.56
3582,88.43,88.25
3583,87.20,89.84
3584,30.80,31.70
3585,29.70,31.52
3586,29.62,30.95
3587,30.45,29.51
3588,30.14,30.28
3589,29.32,30.62
3590,29.56,29.70
3591,31.71,32.18
3592,32.12,31.70
3593,30.95,32.09
3594,29.41,30.97
3595,31.51,30.68
3596,32.48,33.41
3597,34.20,33.29
3598,34.74,34.77
3599,38.47,37.52
3600,31.84,31.58
3601,30.50,32.41
3602,30.14,29.94
3603,29.97,29.83
3604,32.76,35.07
3605,32.26,36.64
3606,31.23,32.04
3607,31.46,31.05
3608,30.30,32.21
3609,31.53,34.31
3610,32.68,31.23
3611,29.73,33.55
3612,30.27,32.59
3613,31.54,32.47
3614,38.23,37.07
3615,36.37,39.27
3616,32.45,33.28
3617,31.57,31.71
3618,30.85,31.06
3619,30.94,32.02
3620,34.19,33.11
3621,32.23,31.71
3622,32.93,31.12
3623,31.75,31.17
3624,32.53,31.89
3625,35.31,36.28
3626,30.77,30.33
3627,30.24,29.89
3628,30.72,32.08
3629,31.74,31.75
3630,33.92,34.39
3631,35.47,34.59
3632,30.42,31.41
3633,32.81,33.01
3634,30.85,31.42
3635,30.29,37.12
3636,33.62,32.58
3637,30.58,32.73
3638,33.14,32.75
3639,34.61,34.59
3640,32.63,32.38
3641,35.87,36.31
3642,35.01,36.58
3643,31.95,33.38
3644,35.12,34.45
3645,33.81,35.70
3646,50.21,47.46
3647,52.58,49.06
3648,35.22,33.22
3649,32.83,34.26
3650,35.09,35.34
3651,33.03,33.60
3652,34.94,35.41
3653,33.17,32.94
3654,33.04,33.33
3655,34.44,35.49
3656,42.03,39.85
3657,34.91,34.77
3658,35.12,34.61
3659,34.52,34.32
3660,38.03,37.33
3661,35.92,35.80
3662,38.39,37.00
3663,37.27,36.56
3664,33.29,34.12
3665,42.29,44.11
3666,36.96,37.49
3667,39.55,38.82
3668,37.67,37.72
3669,38.40,37.47
3670,35.96,35.37
3671,39.36,39.24
3672,35.83,36.25
3673,38.03,38.34
3674,35.60,35.47
3675,36.05,38.06
3676,39.43,39.98
3677,38.08,39.69
3678,39.19,40.09
3679,39.06,39.87
3680,35.49,35.88
3681,33.13,37.05
3682,37.62,37.09
3683,40.31,40.75
3684,37.39,37.60
3685,34.40,33.99
3686,34.96,34.67
3687,35.01,35.17
3688,32.86,34.20
3689,32.56,33.51
3690,35.97,35.54
3691,38.56,40.15
3692,36.68,37.43
3693,33.66,34.46
3694,37.45,36.84
3695,45.34,45.51
3696,42.31,38.55
3697,39.58,40.00
3698,40.33,39.39
3699,34.59,34.50
3700,37.72,37.10
3701,35.53,35.68
3702,36.05,37.41
3703,35.74,37.24
3704,35.91,36.26
3705,36.40,35.89
3706,35.19,34.54
3707,40.59,39.58
3708,38.26,37.49
3709,37.86,38.91
3710,75.80,76.73
3711,73.61,77.29
3712,39.57,39.69
3713,36.09,37.29
3714,35.91,36.19
3715,34.16,34.68
3716,35.55,41.48
3717,43.24,43.24
3718,43.97,43.95
3719,44.49,45.29
3720,43.17,43.70
3721,43.96,43.89
3722,46.72,46.81
3723,46.40,47.59
3724,47.44,44.06
3725,38.71,37.38
3726,43.03,43.45
3727,39.93,40.68
3728,35.96,35.40
3729,36.44,35.44
3730,35.20,36.49
3731,36.08,36.30
3732,35.77,36.23
3733,35.92,36.79
3734,37.20,37.49
3735,37.93,38.00
3736,36.63,36.16
3737,36.07,36.10
3738,37.05,36.39
3739,36.17,36.59
3740,37.75,37.35
3741,36.98,37.64
3742,41.53,42.41
3743,42.41,42.40
3744,37.31,37.99
3745,37.50,37.13
3746,37.25,37.34
3747,36.97,37.33
3748,37.07,37.70
3749,35.66,37.35
3750,35.50,35.63
3751,37.33,35.70
3752,33.79,35.20
3753,35.83,35.85
3754,34.92,34.45
3755,38.68,37.79
3756,40.47,41.91
3757,42.17,41.41
3758,45.82,46.90
3759,48.86,47.38
3760,40.27,38.79
3761,37.46,47.36
3762,39.67,41.38
3763,37.04,36.78
3764,35.21,34.90
3765,37.25,37.07
3766,43.45,44.24
3767,41.26,42.58
3768,44.77,44.10
3769,40.49,41.78
3770,37.97,38.64
3771,34.20,34.25
3772,36.11,36.17
3773,36.24,37.33
3774,85.26,80.51
3775,59.51,58.59
3776,40.17,40.97
3777,39.36,38.82
3778,36.91,37.32
3779,36.51,39.14
3780,39.49,38.13
3781,35.92,36.66
3782,44.76,44.62
3783,44.39,42.53
3784,36.93,37.94
3785,39.53,38.90
3786,39.34,39.78
3787,45.82,43.65
3788,36.56,38.17
3789,39.59,37.89
3790,54.83,52.55
3791,42.18,41.26
3792,40.80,41.36
3793,42.34,41.73
3794,36.67,36.57
3795,41.08,41.18
3796,42.63,42.26
3797,37.74,38.69
3798,39.01,40.08
3799,40.89,41.21
3800,36.38,36.35
3801,36.17,36.74
3802,35.32,35.36
3803,39.57,38.90
3804,36.32,37.11
3805,36.12,37.65
3806,44.07,46.19
3807,42.84,43.50
3808,36.44,36.92
3809,35.79,36.83
3810,34.93,36.67
3811,34.92,35.07
3812,36.44,36.92
3813,37.10,38.37
3814,36.72,37.18
3815,37.15,37.27
3816,35.82,37.25
3817,37.09,37.33
3818,35.62,36.00
3819,35.84,36.19
3820,37.52,37.94
3821,37.17,37.77
3822,42.21,42.37
3823,41.84,41.77
3824,37.40,38.16
3825,37.90,37.69
3826,38.06,38.25
3827,38.61,38.78
3828,37.91,37.86
3829,47.23,44.08
3830,43.05,43.12
3831,44.30,40.38
3832,41.61,40.72
3833,45.73,46.47
3834,39.87,40.49
3835,37.74,37.46
3836,36.97,37.68
3837,40.82,41.57
3838,92.95,93.80
3839,90.01,101.77
3840,38.32,38.57
3841,37.05,38.92
3842,38.38,37.96
3843,42.48,43.88
3844,40.62,39.70
3845,39.63,40.63
3846,41.21,41.25
3847,44.29,44.56
3848,41.25,41.47
3849,41.26,41.13
3850,39.44,38.87
3851,43.41,42.75
3852,38.70,38.02
3853,40.51,39.65
3854,44.31,45.17
3855,45.37,43.48
3856,39.30,39.59
3857,39.73,39.70
3858,40.45,37.64
3859,38.03,39.66
3860,40.72,40.90
3861,42.10,40.07
3862,44.33,40.71
3863,38.59,39.37
3864,38.39,39.19
3865,38.23,39.21
3866,41.12,38.80
3867,37.72,37.62
3868,38.47,39.76
3869,42.44,40.77
3870,48.16,47.01
3871,45.91,46.86
3872,46.78,54.35
3873,50.00,47.89
3874,38.42,38.25
3875,42.22,42.11
3876,42.00,39.83
3877,38.75,39.30
3878,39.33,39.82
3879,39.71,38.84
3880,39.54,40.63
3881,39.60,40.72
3882,37.98,38.86
3883,37.72,38.48
3884,43.48,40.27
3885,39.27,45.90
3886,43.40,43.73
3887,43.49,46.04
3888,39.22,39.61
3889,43.16,43.83
3890,38.69,38.97
3891,37.44,37.98
3892,38.99,45.35
3893,43.80,43.26
3894,38.54,39.43
3895,40.43,40.02
3896,40.04,40.40
3897,41.43,42.03
3898,40.13,40.07
3899,39.44,39.81
3900,41.69,41.27
3901,39.68,40.67
3902,62.23,59.70
3903,59.30,63.92
3904,39.74,40.32
3905,44.42,46.54
3906,43.07,42.25
